OID_,bouguer,X,Y,mag,bedmachine,roughness,beta,water,reflectivity
1558,2,-58006.151158750057220,-975645.317944737384096,,,,,,
1559,4,-48028.165086463792250,-975645.317944737384096,,,,,,
1560,7,-38050.179014177527279,-975645.317944737384096,,,,,,
1561,8,-28072.192941891262308,-975645.317944737384096,,,,,,
1562,8,-18094.206869604997337,-975645.317944737384096,,,,,,
1563,9,-8116.220797318732366,-975645.317944737384096,,,,,,
1564,10,1861.765274967765436,-975645.317944737384096,,,,,,
1565,12,11839.751347254030406,-975645.317944737384096,,,,,,
1566,16,21817.737419540295377,-975645.317944737384096,,,,,,
1567,20,31795.723491826560348,-975645.317944737384096,,,,,,
1568,24,41773.709564112825319,-975645.317944737384096,,,,,,
1569,27,51751.695636399090290,-975645.317944737384096,,,,,,
1570,29,-267543.858676761854440,-985623.304017023649067,,,,,,
1571,22,-257565.872604475589469,-985623.304017023649067,,,,,,
1572,14,-247587.886532189324498,-985623.304017023649067,,,,,,
1573,8,-237609.900459903059527,-985623.304017023649067,,,,,,
1574,5,-227631.914387616794556,-985623.304017023649067,,,,,,
1575,3,-217653.928315330529585,-985623.304017023649067,,,,,,
1576,2,-207675.942243044031784,-985623.304017023649067,,,,,,
1577,1,-197697.956170757766813,-985623.304017023649067,,,,,,
1578,0,-187719.970098471501842,-985623.304017023649067,,,,,,
1579,-1,-177741.984026185236871,-985623.304017023649067,,,,,,
1580,-1,-167763.997953898971900,-985623.304017023649067,,,,,,
1581,-2,-157786.011881612706929,-985623.304017023649067,,,,,,
1582,4,-87940.109375608852133,-985623.304017023649067,,,,,,
1583,3,-77962.123303322587162,-985623.304017023649067,,,,,,
1584,2,-67984.137231036322191,-985623.304017023649067,,,,,,
1585,1,-58006.151158750057220,-985623.304017023649067,,,,,,
1586,5,-48028.165086463792250,-985623.304017023649067,,,,,,
1587,7,-38050.179014177527279,-985623.304017023649067,,,,,,
1588,8,-28072.192941891262308,-985623.304017023649067,,,,,,
1589,8,-18094.206869604997337,-985623.304017023649067,,,,,,
1590,7,-8116.220797318732366,-985623.304017023649067,,,,,,
1591,7,1861.765274967765436,-985623.304017023649067,,,,,,
1592,10,11839.751347254030406,-985623.304017023649067,,,,,,
1593,14,21817.737419540295377,-985623.304017023649067,,,,,,
1594,19,31795.723491826560348,-985623.304017023649067,,,,,,
1595,23,41773.709564112825319,-985623.304017023649067,,,,,,
1596,26,51751.695636399090290,-985623.304017023649067,,,,,,
1597,25,-267543.858676761854440,-995601.290089309914038,,,,,,
1598,22,-257565.872604475589469,-995601.290089309914038,,,,,,
1599,16,-247587.886532189324498,-995601.290089309914038,,,,,,
1600,11,-237609.900459903059527,-995601.290089309914038,,,,,,
1601,7,-227631.914387616794556,-995601.290089309914038,,,,,,
1602,5,-217653.928315330529585,-995601.290089309914038,,,,,,
1603,4,-207675.942243044031784,-995601.290089309914038,,,,,,
1604,7,-197697.956170757766813,-995601.290089309914038,,,,,,
1605,4,-187719.970098471501842,-995601.290089309914038,,,,,,
1606,2,-177741.984026185236871,-995601.290089309914038,,,,,,
1607,0,-167763.997953898971900,-995601.290089309914038,,,,,,
1608,0,-157786.011881612706929,-995601.290089309914038,,,,,,
1609,3,-87940.109375608852133,-995601.290089309914038,,,,,,
1610,4,-77962.123303322587162,-995601.290089309914038,,,,,,
1611,4,-67984.137231036322191,-995601.290089309914038,,,,,,
1612,4,-58006.151158750057220,-995601.290089309914038,,,,,,
1613,7,-48028.165086463792250,-995601.290089309914038,,,,,,
1614,9,-38050.179014177527279,-995601.290089309914038,,,,,,
1615,9,-28072.192941891262308,-995601.290089309914038,,,,,,
1616,8,-18094.206869604997337,-995601.290089309914038,,,,,,
1617,7,-8116.220797318732366,-995601.290089309914038,,,,,,
1618,6,1861.765274967765436,-995601.290089309914038,,,,,,
1619,9,11839.751347254030406,-995601.290089309914038,,,,,,
1620,13,21817.737419540295377,-995601.290089309914038,,,,,,
1621,16,31795.723491826560348,-995601.290089309914038,,,,,,
1622,20,41773.709564112825319,-995601.290089309914038,,,,,,
1623,22,51751.695636399090290,-995601.290089309914038,,,,,,
1624,21,-267543.858676761854440,-1005579.276161596179008,,,,,,
1625,19,-257565.872604475589469,-1005579.276161596179008,,,,,,
1626,16,-247587.886532189324498,-1005579.276161596179008,,,,,,
1627,13,-237609.900459903059527,-1005579.276161596179008,,,,,,
1628,10,-227631.914387616794556,-1005579.276161596179008,,,,,,
1629,8,-217653.928315330529585,-1005579.276161596179008,,,,,,
1630,8,-207675.942243044031784,-1005579.276161596179008,,,,,,
1631,9,-197697.956170757766813,-1005579.276161596179008,,,,,,
1632,7,-187719.970098471501842,-1005579.276161596179008,,,,,,
1633,4,-177741.984026185236871,-1005579.276161596179008,,,,,,
1634,1,-167763.997953898971900,-1005579.276161596179008,,,,,,
1635,0,-157786.011881612706929,-1005579.276161596179008,,,,,,
1636,0,-117874.067592467647046,-1005579.276161596179008,,,,,,
1637,0,-107896.081520181382075,-1005579.276161596179008,,,,,,
1638,1,-97918.095447895117104,-1005579.276161596179008,,,,,,
1639,3,-87940.109375608852133,-1005579.276161596179008,,,,,,
1640,5,-77962.123303322587162,-1005579.276161596179008,,,,,,
1641,7,-67984.137231036322191,-1005579.276161596179008,,,,,,
1642,8,-58006.151158750057220,-1005579.276161596179008,,,,,,
1643,10,-48028.165086463792250,-1005579.276161596179008,,,,,,
1644,11,-38050.179014177527279,-1005579.276161596179008,,,,,,
1645,11,-28072.192941891262308,-1005579.276161596179008,,,,,,
1646,10,-18094.206869604997337,-1005579.276161596179008,,,,,,
1647,9,-8116.220797318732366,-1005579.276161596179008,,,,,,
1648,9,1861.765274967765436,-1005579.276161596179008,,,,,,
1649,10,11839.751347254030406,-1005579.276161596179008,,,,,,
1650,13,21817.737419540295377,-1005579.276161596179008,,,,,,
1651,15,31795.723491826560348,-1005579.276161596179008,,,,,,
1652,16,41773.709564112825319,-1005579.276161596179008,,,,,,
1653,17,51751.695636399090290,-1005579.276161596179008,,,,,,
1654,18,-267543.858676761854440,-1015557.262233882443979,,,,,,
1655,17,-257565.872604475589469,-1015557.262233882443979,,,,,,
1656,16,-247587.886532189324498,-1015557.262233882443979,,,,,,
1657,15,-237609.900459903059527,-1015557.262233882443979,,,,,,
1658,14,-227631.914387616794556,-1015557.262233882443979,,,,,,
1659,13,-217653.928315330529585,-1015557.262233882443979,,,,,,
1660,11,-207675.942243044031784,-1015557.262233882443979,,,,,,
1661,10,-197697.956170757766813,-1015557.262233882443979,,,,,,
1662,7,-187719.970098471501842,-1015557.262233882443979,,,,,,
1663,4,-177741.984026185236871,-1015557.262233882443979,,,,,,
1664,1,-167763.997953898971900,-1015557.262233882443979,,,,,,
1665,0,-157786.011881612706929,-1015557.262233882443979,,,,,,
1666,0,-147808.025809326441959,-1015557.262233882443979,,,,,,
1667,0,-137830.039737040176988,-1015557.262233882443979,,,,,,
1668,0,-127852.053664753912017,-1015557.262233882443979,,,,,,
1669,0,-117874.067592467647046,-1015557.262233882443979,,,,,,
1670,0,-107896.081520181382075,-1015557.262233882443979,,,,,,
1671,0,-97918.095447895117104,-1015557.262233882443979,,,,,,
1672,3,-87940.109375608852133,-1015557.262233882443979,,,,,,
1673,6,-77962.123303322587162,-1015557.262233882443979,,,,,,
1674,9,-67984.137231036322191,-1015557.262233882443979,,,,,,
1675,12,-58006.151158750057220,-1015557.262233882443979,,,,,,
1676,13,-48028.165086463792250,-1015557.262233882443979,,,,,,
1677,13,-38050.179014177527279,-1015557.262233882443979,,,,,,
1678,13,-28072.192941891262308,-1015557.262233882443979,,,,,,
1679,13,-18094.206869604997337,-1015557.262233882443979,,,,,,
1680,12,-8116.220797318732366,-1015557.262233882443979,,,,,,
1681,12,1861.765274967765436,-1015557.262233882443979,,,,,,
1682,13,11839.751347254030406,-1015557.262233882443979,,,,,,
1683,13,21817.737419540295377,-1015557.262233882443979,,,,,,
1684,14,31795.723491826560348,-1015557.262233882443979,,,,,,
1685,14,41773.709564112825319,-1015557.262233882443979,,,,,,
1686,14,51751.695636399090290,-1015557.262233882443979,,,,,,
1687,15,-267543.858676761854440,-1025535.248306168708950,,,,,,
1688,16,-257565.872604475589469,-1025535.248306168708950,,,,,,
1689,16,-247587.886532189324498,-1025535.248306168708950,,,,,,
1690,16,-237609.900459903059527,-1025535.248306168708950,,,,,,
1691,17,-227631.914387616794556,-1025535.248306168708950,,,,,,
1692,17,-217653.928315330529585,-1025535.248306168708950,,,,,,
1693,16,-207675.942243044031784,-1025535.248306168708950,,,,,,
1694,12,-197697.956170757766813,-1025535.248306168708950,,,,,,
1695,7,-187719.970098471501842,-1025535.248306168708950,,,,,,
1696,2,-177741.984026185236871,-1025535.248306168708950,,,,,,
1697,0,-167763.997953898971900,-1025535.248306168708950,,,,,,
1698,0,-157786.011881612706929,-1025535.248306168708950,,,,,,
1699,0,-147808.025809326441959,-1025535.248306168708950,,,,,,
1700,0,-137830.039737040176988,-1025535.248306168708950,,,,,,
1701,0,-127852.053664753912017,-1025535.248306168708950,,,,,,
1702,-1,-117874.067592467647046,-1025535.248306168708950,,,,,,
1703,-2,-107896.081520181382075,-1025535.248306168708950,,,,,,
1704,0,-97918.095447895117104,-1025535.248306168708950,,,,,,
1705,2,-87940.109375608852133,-1025535.248306168708950,,,,,,
1706,7,-77962.123303322587162,-1025535.248306168708950,,,,,,
1707,12,-67984.137231036322191,-1025535.248306168708950,,,,,,
1708,16,-58006.151158750057220,-1025535.248306168708950,,,,,,
1709,16,-48028.165086463792250,-1025535.248306168708950,,,,,,
1710,15,-38050.179014177527279,-1025535.248306168708950,,,,,,
1711,14,-28072.192941891262308,-1025535.248306168708950,,,,,,
1712,14,-18094.206869604997337,-1025535.248306168708950,,,,,,
1713,14,-8116.220797318732366,-1025535.248306168708950,,,,,,
1714,14,1861.765274967765436,-1025535.248306168708950,,,,,,
1715,14,11839.751347254030406,-1025535.248306168708950,,,,,,
1716,14,21817.737419540295377,-1025535.248306168708950,,,,,,
1717,13,31795.723491826560348,-1025535.248306168708950,,,,,,
1718,11,41773.709564112825319,-1025535.248306168708950,,,,,,
1719,11,51751.695636399090290,-1025535.248306168708950,,,,,,
1720,12,-267543.858676761854440,-1035513.234378454973921,,,,,,
1721,15,-257565.872604475589469,-1035513.234378454973921,,,,,,
1722,16,-247587.886532189324498,-1035513.234378454973921,,,,,,
1723,18,-237609.900459903059527,-1035513.234378454973921,,,,,,
1724,20,-227631.914387616794556,-1035513.234378454973921,,,,,,
1725,21,-217653.928315330529585,-1035513.234378454973921,,,,,,
1726,20,-207675.942243044031784,-1035513.234378454973921,,,,,,
1727,16,-197697.956170757766813,-1035513.234378454973921,,,,,,
1728,8,-187719.970098471501842,-1035513.234378454973921,,,,,,
1729,1,-177741.984026185236871,-1035513.234378454973921,,,,,,
1730,0,-167763.997953898971900,-1035513.234378454973921,,,,,,
1731,1,-157786.011881612706929,-1035513.234378454973921,,,,,,
1732,2,-147808.025809326441959,-1035513.234378454973921,,,,,,
1733,2,-137830.039737040176988,-1035513.234378454973921,,,,,,
1734,1,-127852.053664753912017,-1035513.234378454973921,,,,,,
1735,0,-117874.067592467647046,-1035513.234378454973921,,,,,,
1736,-3,-107896.081520181382075,-1035513.234378454973921,,,,,,
1737,-1,-97918.095447895117104,-1035513.234378454973921,,,,,,
1738,2,-87940.109375608852133,-1035513.234378454973921,,,,,,
1739,7,-77962.123303322587162,-1035513.234378454973921,,,,,,
1740,11,-67984.137231036322191,-1035513.234378454973921,,,,,,
1741,15,-58006.151158750057220,-1035513.234378454973921,,,,,,
1742,15,-48028.165086463792250,-1035513.234378454973921,,,,,,
1743,15,-38050.179014177527279,-1035513.234378454973921,,,,,,
1744,15,-28072.192941891262308,-1035513.234378454973921,,,,,,
1745,15,-18094.206869604997337,-1035513.234378454973921,,,,,,
1746,15,-8116.220797318732366,-1035513.234378454973921,,,,,,
1747,16,1861.765274967765436,-1035513.234378454973921,,,,,,
1748,16,11839.751347254030406,-1035513.234378454973921,,,,,,
1749,14,21817.737419540295377,-1035513.234378454973921,,,,,,
1750,12,31795.723491826560348,-1035513.234378454973921,,,,,,
1751,10,41773.709564112825319,-1035513.234378454973921,,,,,,
1752,8,51751.695636399090290,-1035513.234378454973921,,,,,,
1753,7,-267543.858676761854440,-1045491.220450741238892,,,,,,
1754,12,-257565.872604475589469,-1045491.220450741238892,,,,,,
1755,16,-247587.886532189324498,-1045491.220450741238892,,,,,,
1756,19,-237609.900459903059527,-1045491.220450741238892,,,,,,
1757,23,-227631.914387616794556,-1045491.220450741238892,,,,,,
1758,27,-217653.928315330529585,-1045491.220450741238892,,,,,,
1759,25,-207675.942243044031784,-1045491.220450741238892,,,,,,
1760,20,-197697.956170757766813,-1045491.220450741238892,,,,,,
1761,12,-187719.970098471501842,-1045491.220450741238892,,,,,,
1762,6,-177741.984026185236871,-1045491.220450741238892,,,,,,
1763,4,-167763.997953898971900,-1045491.220450741238892,,,,,,
1764,4,-157786.011881612706929,-1045491.220450741238892,,,,,,
1765,4,-147808.025809326441959,-1045491.220450741238892,,,,,,
1766,4,-137830.039737040176988,-1045491.220450741238892,,,,,,
1767,3,-127852.053664753912017,-1045491.220450741238892,,,,,,
1768,2,-117874.067592467647046,-1045491.220450741238892,,,,,,
1769,0,-107896.081520181382075,-1045491.220450741238892,,,,,,
1770,1,-97918.095447895117104,-1045491.220450741238892,,,,,,
1771,3,-87940.109375608852133,-1045491.220450741238892,,,,,,
1772,7,-77962.123303322587162,-1045491.220450741238892,,,,,,
1773,10,-67984.137231036322191,-1045491.220450741238892,,,,,,
1774,13,-58006.151158750057220,-1045491.220450741238892,,,,,,
1775,14,-48028.165086463792250,-1045491.220450741238892,,,,,,
1776,14,-38050.179014177527279,-1045491.220450741238892,,,,,,
1777,15,-28072.192941891262308,-1045491.220450741238892,,,,,,
1778,15,-18094.206869604997337,-1045491.220450741238892,,,,,,
1779,15,-8116.220797318732366,-1045491.220450741238892,,,,,,
1780,16,1861.765274967765436,-1045491.220450741238892,,,,,,
1781,17,11839.751347254030406,-1045491.220450741238892,,,,,,
1782,14,21817.737419540295377,-1045491.220450741238892,,,,,,
1783,11,31795.723491826560348,-1045491.220450741238892,,,,,,
1784,9,41773.709564112825319,-1045491.220450741238892,,,,,,
1785,8,51751.695636399090290,-1045491.220450741238892,,,,,,
1786,1,-267543.858676761854440,-1055469.206523027503863,,,,,,
1787,8,-257565.872604475589469,-1055469.206523027503863,,,,,,
1788,14,-247587.886532189324498,-1055469.206523027503863,,,,,,
1789,20,-237609.900459903059527,-1055469.206523027503863,,,,,,
1790,25,-227631.914387616794556,-1055469.206523027503863,,,,,,
1791,29,-217653.928315330529585,-1055469.206523027503863,,,,,,
1792,28,-207675.942243044031784,-1055469.206523027503863,,,,,,
1793,24,-197697.956170757766813,-1055469.206523027503863,,,,,,
1794,18,-187719.970098471501842,-1055469.206523027503863,,,,,,
1795,12,-177741.984026185236871,-1055469.206523027503863,,,,,,
1796,9,-167763.997953898971900,-1055469.206523027503863,,,,,,
1797,8,-157786.011881612706929,-1055469.206523027503863,,,,,,
1798,8,-147808.025809326441959,-1055469.206523027503863,,,,,,
1799,7,-137830.039737040176988,-1055469.206523027503863,,,,,,
1800,7,-127852.053664753912017,-1055469.206523027503863,,,,,,
1801,5,-117874.067592467647046,-1055469.206523027503863,,,,,,
1802,4,-107896.081520181382075,-1055469.206523027503863,,,,,,
1803,5,-97918.095447895117104,-1055469.206523027503863,,,,,,
1804,6,-87940.109375608852133,-1055469.206523027503863,,,,,,
1805,8,-77962.123303322587162,-1055469.206523027503863,,,,,,
1806,9,-67984.137231036322191,-1055469.206523027503863,,,,,,
1807,11,-58006.151158750057220,-1055469.206523027503863,,,,,,
1808,12,-48028.165086463792250,-1055469.206523027503863,,,,,,
1809,13,-38050.179014177527279,-1055469.206523027503863,,,,,,
1810,13,-28072.192941891262308,-1055469.206523027503863,,,,,,
1811,14,-18094.206869604997337,-1055469.206523027503863,,,,,,
1812,14,-8116.220797318732366,-1055469.206523027503863,,,,,,
1813,15,1861.765274967765436,-1055469.206523027503863,,,,,,
1814,15,11839.751347254030406,-1055469.206523027503863,,,,,,
1815,13,21817.737419540295377,-1055469.206523027503863,,,,,,
1816,11,31795.723491826560348,-1055469.206523027503863,,,,,,
1817,10,41773.709564112825319,-1055469.206523027503863,,,,,,
1818,8,51751.695636399090290,-1055469.206523027503863,,,,,,
1819,-3,-267543.858676761854440,-1065447.192595313768834,,,,,,
1820,5,-257565.872604475589469,-1065447.192595313768834,,,,,,
1821,13,-247587.886532189324498,-1065447.192595313768834,,,,,,
1822,20,-237609.900459903059527,-1065447.192595313768834,,,,,,
1823,27,-227631.914387616794556,-1065447.192595313768834,,,,,,
1824,33,-217653.928315330529585,-1065447.192595313768834,,,,,,
1825,31,-207675.942243044031784,-1065447.192595313768834,,,,,,
1826,26,-197697.956170757766813,-1065447.192595313768834,,,,,,
1827,22,-187719.970098471501842,-1065447.192595313768834,,,,,,
1828,17,-177741.984026185236871,-1065447.192595313768834,,,,,,
1829,14,-167763.997953898971900,-1065447.192595313768834,,,,,,
1830,13,-157786.011881612706929,-1065447.192595313768834,,,,,,
1831,11,-127852.053664753912017,-1065447.192595313768834,,,,,,
1832,10,-117874.067592467647046,-1065447.192595313768834,,,,,,
1833,9,-107896.081520181382075,-1065447.192595313768834,,,,,,
1834,8,-97918.095447895117104,-1065447.192595313768834,,,,,,
1835,8,-87940.109375608852133,-1065447.192595313768834,,,,,,
1836,9,-77962.123303322587162,-1065447.192595313768834,,,,,,
1837,10,-67984.137231036322191,-1065447.192595313768834,,,,,,
1838,10,-58006.151158750057220,-1065447.192595313768834,,,,,,
1839,11,-48028.165086463792250,-1065447.192595313768834,,,,,,
1840,11,-38050.179014177527279,-1065447.192595313768834,,,,,,
1841,12,-28072.192941891262308,-1065447.192595313768834,,,,,,
1842,13,-18094.206869604997337,-1065447.192595313768834,,,,,,
1843,13,-8116.220797318732366,-1065447.192595313768834,,,,,,
1844,14,1861.765274967765436,-1065447.192595313768834,,,,,,
1845,14,11839.751347254030406,-1065447.192595313768834,,,,,,
1846,13,21817.737419540295377,-1065447.192595313768834,,,,,,
1847,12,31795.723491826560348,-1065447.192595313768834,,,,,,
1848,11,41773.709564112825319,-1065447.192595313768834,,,,,,
1849,10,51751.695636399090290,-1065447.192595313768834,,,,,,
1850,-6,-267543.858676761854440,-1075425.178667600033805,,,,,,
1851,3,-257565.872604475589469,-1075425.178667600033805,,,,,,
1852,11,-247587.886532189324498,-1075425.178667600033805,,,,,,
1853,18,-237609.900459903059527,-1075425.178667600033805,,,,,,
1854,25,-227631.914387616794556,-1075425.178667600033805,,,,,,
1855,29,-217653.928315330529585,-1075425.178667600033805,,,,,,
1856,29,-207675.942243044031784,-1075425.178667600033805,,,,,,
1857,27,-197697.956170757766813,-1075425.178667600033805,,,,,,
1858,23,-187719.970098471501842,-1075425.178667600033805,,,,,,
1859,20,-177741.984026185236871,-1075425.178667600033805,,,,,,
1860,18,-167763.997953898971900,-1075425.178667600033805,,,,,,
1861,15,-137830.039737040176988,-1075425.178667600033805,,,,,,
1862,15,-127852.053664753912017,-1075425.178667600033805,,,,,,
1863,14,-117874.067592467647046,-1075425.178667600033805,,,,,,
1864,14,-107896.081520181382075,-1075425.178667600033805,,,,,,
1865,12,-97918.095447895117104,-1075425.178667600033805,,,,,,
1866,11,-87940.109375608852133,-1075425.178667600033805,,,,,,
1867,10,-77962.123303322587162,-1075425.178667600033805,,,,,,
1868,10,-67984.137231036322191,-1075425.178667600033805,,,,,,
1869,10,-58006.151158750057220,-1075425.178667600033805,,,,,,
1870,10,-48028.165086463792250,-1075425.178667600033805,,,,,,
1871,10,-38050.179014177527279,-1075425.178667600033805,,,,,,
1872,11,-28072.192941891262308,-1075425.178667600033805,,,,,,
1873,12,-18094.206869604997337,-1075425.178667600033805,,,,,,
1874,12,-8116.220797318732366,-1075425.178667600033805,,,,,,
1875,13,1861.765274967765436,-1075425.178667600033805,,,,,,
1876,13,11839.751347254030406,-1075425.178667600033805,,,,,,
1877,13,21817.737419540295377,-1075425.178667600033805,,,,,,
1878,13,31795.723491826560348,-1075425.178667600033805,,,,,,
1879,12,41773.709564112825319,-1075425.178667600033805,,,,,,
1880,12,51751.695636399090290,-1075425.178667600033805,,,,,,
1881,-5,-267543.858676761854440,-1085403.164739886298776,,,,,,
1882,2,-257565.872604475589469,-1085403.164739886298776,,,,,,
1883,9,-247587.886532189324498,-1085403.164739886298776,,,,,,
1884,15,-237609.900459903059527,-1085403.164739886298776,,,,,,
1885,21,-227631.914387616794556,-1085403.164739886298776,,,,,,
1886,26,-217653.928315330529585,-1085403.164739886298776,,,,,,
1887,26,-207675.942243044031784,-1085403.164739886298776,,,,,,
1888,25,-197697.956170757766813,-1085403.164739886298776,,,,,,
1889,24,-187719.970098471501842,-1085403.164739886298776,,,,,,
1890,21,-177741.984026185236871,-1085403.164739886298776,,,,,,
1891,17,-137830.039737040176988,-1085403.164739886298776,,,,,,
1892,18,-127852.053664753912017,-1085403.164739886298776,,,,,,
1893,19,-117874.067592467647046,-1085403.164739886298776,,,,,,
1894,18,-107896.081520181382075,-1085403.164739886298776,,,,,,
1895,16,-97918.095447895117104,-1085403.164739886298776,,,,,,
1896,13,-87940.109375608852133,-1085403.164739886298776,,,,,,
1897,12,-77962.123303322587162,-1085403.164739886298776,,,,,,
1898,11,-67984.137231036322191,-1085403.164739886298776,,,,,,
1899,10,-58006.151158750057220,-1085403.164739886298776,,,,,,
1900,9,-48028.165086463792250,-1085403.164739886298776,,,,,,
1901,9,-38050.179014177527279,-1085403.164739886298776,,,,,,
1902,10,-28072.192941891262308,-1085403.164739886298776,,,,,,
1903,11,-18094.206869604997337,-1085403.164739886298776,,,,,,
1904,11,-8116.220797318732366,-1085403.164739886298776,,,,,,
1905,11,1861.765274967765436,-1085403.164739886298776,,,,,,
1906,12,11839.751347254030406,-1085403.164739886298776,,,,,,
1907,13,21817.737419540295377,-1085403.164739886298776,,,,,,
1908,14,31795.723491826560348,-1085403.164739886298776,,,,,,
1909,14,41773.709564112825319,-1085403.164739886298776,,,,,,
1910,15,51751.695636399090290,-1085403.164739886298776,,,,,,
1911,-4,-267543.858676761854440,-1095381.150812172563747,,,,,,
1912,1,-257565.872604475589469,-1095381.150812172563747,,,,,,
1913,7,-247587.886532189324498,-1095381.150812172563747,,,,,,
1914,12,-237609.900459903059527,-1095381.150812172563747,,,,,,
1915,17,-227631.914387616794556,-1095381.150812172563747,,,,,,
1916,21,-217653.928315330529585,-1095381.150812172563747,,,,,,
1917,23,-207675.942243044031784,-1095381.150812172563747,,,,,,
1918,23,-197697.956170757766813,-1095381.150812172563747,,,,,,
1919,22,-187719.970098471501842,-1095381.150812172563747,,,,,,
1920,21,-177741.984026185236871,-1095381.150812172563747,,,,,,
1921,19,-137830.039737040176988,-1095381.150812172563747,,,,,,
1922,20,-127852.053664753912017,-1095381.150812172563747,,,,,,
1923,22,-117874.067592467647046,-1095381.150812172563747,,,,,,
1924,23,-107896.081520181382075,-1095381.150812172563747,,,,,,
1925,19,-97918.095447895117104,-1095381.150812172563747,,,,,,
1926,16,-87940.109375608852133,-1095381.150812172563747,,,,,,
1927,13,-77962.123303322587162,-1095381.150812172563747,,,,,,
1928,12,-67984.137231036322191,-1095381.150812172563747,,,,,,
1929,10,-58006.151158750057220,-1095381.150812172563747,,,,,,
1930,9,-48028.165086463792250,-1095381.150812172563747,,,,,,
1931,9,-38050.179014177527279,-1095381.150812172563747,,,,,,
1932,9,-28072.192941891262308,-1095381.150812172563747,,,,,,
1933,10,-18094.206869604997337,-1095381.150812172563747,,,,,,
1934,10,-8116.220797318732366,-1095381.150812172563747,,,,,,
1935,9,1861.765274967765436,-1095381.150812172563747,,,,,,
1936,11,11839.751347254030406,-1095381.150812172563747,,,,,,
1937,13,21817.737419540295377,-1095381.150812172563747,,,,,,
1938,15,31795.723491826560348,-1095381.150812172563747,,,,,,
1939,16,41773.709564112825319,-1095381.150812172563747,,,,,,
1940,17,51751.695636399090290,-1095381.150812172563747,,,,,,
1941,-3,-267543.858676761854440,-1105359.136884458828717,,,,,,
1942,1,-257565.872604475589469,-1105359.136884458828717,,,,,,
1943,6,-247587.886532189324498,-1105359.136884458828717,,,,,,
1944,10,-237609.900459903059527,-1105359.136884458828717,,,,,,
1945,12,-227631.914387616794556,-1105359.136884458828717,,,,,,
1946,14,-217653.928315330529585,-1105359.136884458828717,,,,,,
1947,17,-207675.942243044031784,-1105359.136884458828717,,,,,,
1948,20,-197697.956170757766813,-1105359.136884458828717,,,,,,
1949,20,-187719.970098471501842,-1105359.136884458828717,,,,,,
1950,20,-177741.984026185236871,-1105359.136884458828717,,,,,,
1951,20,-137830.039737040176988,-1105359.136884458828717,,,,,,
1952,21,-127852.053664753912017,-1105359.136884458828717,,,,,,
1953,22,-117874.067592467647046,-1105359.136884458828717,,,,,,
1954,22,-107896.081520181382075,-1105359.136884458828717,,,,,,
1955,20,-97918.095447895117104,-1105359.136884458828717,,,,,,
1956,17,-87940.109375608852133,-1105359.136884458828717,,,,,,
1957,14,-77962.123303322587162,-1105359.136884458828717,,,,,,
1958,13,-67984.137231036322191,-1105359.136884458828717,,,,,,
1959,11,-58006.151158750057220,-1105359.136884458828717,,,,,,
1960,9,-48028.165086463792250,-1105359.136884458828717,,,,,,
1961,9,-38050.179014177527279,-1105359.136884458828717,,,,,,
1962,9,-28072.192941891262308,-1105359.136884458828717,,,,,,
1963,10,-18094.206869604997337,-1105359.136884458828717,,,,,,
1964,10,-8116.220797318732366,-1105359.136884458828717,,,,,,
1965,10,1861.765274967765436,-1105359.136884458828717,,,,,,
1966,12,11839.751347254030406,-1105359.136884458828717,,,,,,
1967,14,21817.737419540295377,-1105359.136884458828717,,,,,,
1968,16,31795.723491826560348,-1105359.136884458828717,,,,,,
1969,18,41773.709564112825319,-1105359.136884458828717,,,,,,
1970,19,51751.695636399090290,-1105359.136884458828717,,,,,,
1971,-4,-267543.858676761854440,-1115337.122956745093688,,,,,,
1972,2,-257565.872604475589469,-1115337.122956745093688,,,,,,
1973,6,-247587.886532189324498,-1115337.122956745093688,,,,,,
1974,9,-237609.900459903059527,-1115337.122956745093688,,,,,,
1975,11,-227631.914387616794556,-1115337.122956745093688,,,,,,
1976,13,-217653.928315330529585,-1115337.122956745093688,,,,,,
1977,15,-207675.942243044031784,-1115337.122956745093688,,,,,,
1978,17,-197697.956170757766813,-1115337.122956745093688,,,,,,
1979,19,-187719.970098471501842,-1115337.122956745093688,,,,,,
1980,19,-177741.984026185236871,-1115337.122956745093688,,,,,,
1981,19,-167763.997953898971900,-1115337.122956745093688,,,,,,
1982,19,-157786.011881612706929,-1115337.122956745093688,,,,,,
1983,19,-147808.025809326441959,-1115337.122956745093688,,,,,,
1984,20,-137830.039737040176988,-1115337.122956745093688,,,,,,
1985,21,-127852.053664753912017,-1115337.122956745093688,,,,,,
1986,22,-117874.067592467647046,-1115337.122956745093688,,,,,,
1987,22,-107896.081520181382075,-1115337.122956745093688,,,,,,
1988,20,-97918.095447895117104,-1115337.122956745093688,,,,,,
1989,18,-87940.109375608852133,-1115337.122956745093688,,,,,,
1990,15,-77962.123303322587162,-1115337.122956745093688,,,,,,
1991,13,-67984.137231036322191,-1115337.122956745093688,,,,,,
1992,11,-58006.151158750057220,-1115337.122956745093688,,,,,,
1993,9,-48028.165086463792250,-1115337.122956745093688,,,,,,
1994,9,-38050.179014177527279,-1115337.122956745093688,,,,,,
1995,9,-28072.192941891262308,-1115337.122956745093688,,,,,,
1996,10,-18094.206869604997337,-1115337.122956745093688,,,,,,
1997,11,-8116.220797318732366,-1115337.122956745093688,,,,,,
